setsize,orient_1,orient_2,position_1,position_2,contrast,test,testorient,correctresp,sub,resp,respRT,conf,confRT
2,14,14,3,4,0.8,3,14,4,5,4,1.44681811332703,3,1.06096506118774
1,350,,4,,0.5,4,350,1,5,1,0.599080085754395,3,0.693319082260132
1,98,,2,,0.5,4,NaN,5,5,5,1.1271231174469,3,0.629463911056519
2,8,98,2,4,0.8,4,98,3,5,2,1.49442100524902,1,1.30140805244446
1,76,,3,,0.8,3,76,2,5,2,0.743425846099854,3,0.549715995788574
1,10,,2,,0.8,2,10,4,6,4,0.921537160873413,NaN,0
1,348,,4,,0.8,4,348,1,6,4,0.769472122192383,2,1.48600101470947
2,104,356,1,3,0.8,2,NaN,5,6,NaN,0,1,1.48610305786133
2,104,356,1,4,0.5,2,NaN,5,6,NaN,0,1,1.05602693557739
1,102,,2,,0.5,4,NaN,5,6,3,1.49215698242188,1,1.10816287994385
2,76,4,1,2,0.8,3,NaN,5,6,2,1.42600989341736,1,0.640575885772705
2,8,350,3,4,0.5,3,8,4,6,4,1.47438788414001,2,1.48655390739441
2,98,6,3,4,0.5,4,6,4,6,1,1.34672093391418,2,1.08859491348267
2,102,102,2,4,0.5,2,102,3,6,NaN,0,1,1.16879200935364
2,350,104,3,4,0.8,2,NaN,5,6,5,1.41061997413635,1,0.736922979354858
2,352,356,3,4,0.8,2,NaN,5,6,5,0,1,1.31334495544434
2,98,346,2,4,0.5,2,98,3,6,3,1.47491383552551,2,1.0731680393219
1,86,,1,,0.8,2,NaN,5,6,5,1.45909309387207,2,0.657392978668213
2,352,348,2,3,0.5,2,352,1,6,NaN,0,1,1.38131403923035
2,14,84,1,3,0.5,3,84,2,6,3,1.18750381469727,2,1.0256941318512
2,98,354,3,4,0.8,4,354,1,6,5,1.49403214454651,1,0.993803977966309
1,102,,3,,0.5,3,102,3,6,2,1.42813587188721,2,1.37821197509766
2,86,82,2,4,0.5,4,82,2,6,NaN,0,3,0.258013010025024
1,100,,3,,0.5,4,NaN,5,6,4,1.47618699073792,2,1.17038798332214
2,6,104,2,4,0.8,1,NaN,5,6,4,1.41216206550598,1,0.866431951522827
1,354,,2,,0.5,1,NaN,5,6,4,0.804688930511475,1,1.36267495155334
1,96,,1,,0.8,1,96,3,6,3,1.25260996818542,1,1.36282896995544
2,80,82,1,4,0.5,3,NaN,5,6,2,1.18871998786926,1,0.706729888916016
1,84,,4,,0.5,4,84,2,6,2,1.14070415496826,2,0.978984117507935
1,12,,3,,0.5,2,NaN,5,6,NaN,0,2,1.21941995620728
1,348,,1,,0.8,1,348,1,6,1,1.22132992744446,2,1.02726316452026
1,8,,4,,0.5,3,NaN,5,6,5,1.18911290168762,2,1.12357902526855
1,4,,3,,0.5,3,4,4,6,4,0.64534592628479,3,0.70756196975708
2,8,96,1,4,0.5,4,96,3,6,2,1.31767821311951,2,1.36367797851562
2,346,94,2,4,0.5,2,346,1,6,1,1.30157709121704,3,1.09196782112122
1,80,,2,,0.5,3,NaN,5,6,5,0,1,0.984934091567993
1,96,,1,,0.5,4,NaN,5,6,4,1.42630696296692,1,0.960561037063599
1,14,,4,,0.5,4,14,4,6,4,0.725479125976562,3,0.992656946182251
2,12,4,1,4,0.5,2,NaN,5,6,4,0.994776964187622,1,0.68878698348999
2,78,4,3,4,0.8,2,NaN,5,6,2,1.0587899684906,1,0.608966112136841
1,82,,1,,0.5,1,82,2,6,2,1.18730497360229,3,0.865239858627319
1,356,,2,,0.8,2,356,1,6,3,1.33137488365173,1,1.07753205299377
2,4,4,2,3,0.5,3,4,4,6,2,1.49542093276978,1,1.2975480556488
1,348,,2,,0.8,2,348,1,6,1,0.62752103805542,3,0.533748149871826
1,100,,2,,0.5,1,NaN,5,6,4,1.42743611335754,1,0.833624839782715
2,82,96,2,3,0.5,4,NaN,5,6,5,0,1,0.865821123123169
1,8,,2,,0.5,2,8,4,6,4,1.12393188476562,3,0.866050004959106
1,354,,2,,0.8,2,354,1,6,1,0.660037040710449,2,0.514497995376587
1,14,,1,,0.8,1,14,4,6,4,0.62855076789856,3,0.514312028884888
2,86,94,1,4,0.8,3,NaN,5,6,3,1.27217698097229,2,0.706712961196899
2,94,80,2,3,0.8,2,94,3,6,2,0.820448875427246,1,0.978715896606445
1,84,,4,,0.8,3,NaN,5,6,4,1.44457983970642,1,1.3948860168457
2,96,354,1,4,0.5,1,96,3,6,5,1.14110589027405,1,0.771099805831909
1,86,,1,,0.8,1,86,2,6,3,0.869158983230591,3,0.659011125564575
2,356,12,1,3,0.5,1,356,1,6,4,1.49722814559937,1,1.25122308731079
1,82,,4,,0.5,1,NaN,5,6,2,1.26941990852356,1,1.12725901603699
1,82,,2,,0.5,2,82,2,6,3,0.581363201141357,3,0.435522079467773
2,348,10,1,2,0.5,2,10,4,6,1,1.46151113510132,1,1.15569305419922
1,8,,1,,0.5,1,8,4,6,4,0.677795171737671,3,0.500147104263306
1,10,,4,,0.5,4,10,4,6,4,0.966053009033203,3,0.484267950057983
1,82,,1,,0.8,4,NaN,5,6,2,1.07785606384277,3,0.548269033432007
2,350,80,1,4,0.8,3,NaN,5,6,2,1.14191102981567,2,0.484431982040405
1,4,,4,,0.8,3,NaN,5,6,4,0.854104995727539,2,0.532295942306519
1,86,,3,,0.8,1,NaN,5,6,5,1.11023592948914,1,0.58058500289917
2,348,346,3,4,0.5,4,346,1,6,1,0.90244197845459,3,0.772694110870361
1,356,,1,,0.8,1,356,1,6,1,0.267433881759644,3,0.771188020706177
2,12,94,1,4,0.5,1,12,4,6,4,1.18497204780579,3,0.77888298034668
2,84,98,2,3,0.8,3,98,3,6,2,1.29729890823364,3,0.810997009277344
2,6,78,1,3,0.5,3,78,2,6,2,1.47327899932861,2,0.73540186882019
2,80,350,1,3,0.5,1,80,2,6,2,1.23495197296143,3,0.735323905944824
1,76,,4,,0.5,2,NaN,5,6,2,0.913525104522705,2,0.558925867080688
1,356,,2,,0.8,1,NaN,5,6,5,0.993579149246216,2,0.475764036178589
1,98,,2,,0.5,2,98,3,6,3,0.818053960800171,3,0.571803092956543
1,82,,1,,0.8,2,NaN,5,6,2,0.866043090820312,2,0.699821949005127
1,12,,1,,0.8,3,NaN,5,6,5,0.962054967880249,1,0.700047969818115
2,356,78,2,3,0.5,1,NaN,5,6,2,0.882304906845093,1,0.97216796875
2,352,14,1,2,0.5,3,NaN,5,6,4,0.818330049514771,2,0.492257118225098
1,80,,3,,0.8,3,80,2,6,2,1.07465696334839,3,0.816632032394409
1,94,,4,,0.5,1,NaN,5,6,2,0.850993156433105,2,0.528769016265869
1,100,,3,,0.8,1,NaN,5,6,4,1.12267398834229,2,0.496983051300049
1,356,,1,,0.8,4,NaN,5,6,5,1.15487909317017,3,0.6892249584198
2,4,102,2,4,0.8,4,102,3,6,2,1.34699892997742,NaN,0
1,14,,1,,0.8,1,14,4,6,4,0.65929102897644,3,0.465354919433594
1,10,,2,,0.8,3,NaN,5,6,5,1.41141104698181,3,0.881832838058472
2,86,356,2,3,0.5,1,NaN,5,6,4,0.839628934860229,2,0.513837099075317
1,12,,3,,0.5,4,NaN,5,6,5,1.04406690597534,2,0.673852920532227
2,352,86,1,3,0.8,2,NaN,5,6,5,0,2,0.514235019683838
2,86,100,1,3,0.8,4,NaN,5,6,5,0,2,0.834367036819458
2,82,8,2,4,0.5,2,82,2,6,NaN,0,1,1.20260691642761
1,348,,3,,0.5,2,NaN,5,6,2,1.12425398826599,2,1.02655506134033
1,6,,2,,0.8,2,6,4,6,3,1.41650104522705,1,1.20281100273132
2,82,80,2,4,0.8,3,NaN,5,6,4,0.980353116989136,2,0.498924970626831
1,354,,3,,0.8,3,354,1,6,3,1.49162697792053,1,1.01109504699707
2,348,10,1,2,0.5,3,NaN,5,6,5,1.1567599773407,1,0.642934799194336
1,12,,3,,0.8,3,12,4,6,4,1.23682308197021,3,0.674960136413574
2,10,80,2,4,0.5,2,10,4,6,1,0.811676979064941,2,1.09987092018127
2,96,346,1,3,0.8,4,NaN,5,6,5,1.04547786712646,2,0.931565999984741
1,98,,2,,0.5,2,98,3,6,3,0.981652975082397,3,0.85178017616272
1,14,,3,,0.5,1,NaN,5,6,2,0.949819087982178,2,0.531842947006226
2,78,10,1,2,0.8,4,NaN,5,6,4,0.981965065002441,2,0.628118991851807
1,12,,3,,0.8,3,12,4,6,1,0.758146047592163,3,0.516245126724243
2,346,8,2,3,0.5,2,346,1,6,NaN,0,1,1.10820388793945
2,8,104,1,3,0.5,1,8,4,6,2,1.30260491371155,1,0.820668935775757
2,100,354,1,4,0.5,1,100,3,6,2,1.49871802330017,1,0.840558052062988
1,4,,1,,0.5,2,NaN,5,6,4,0.806661128997803,2,0.517067909240723
2,352,14,1,4,0.5,1,352,1,6,3,1.46692514419556,1,1.06095099449158
2,350,356,1,2,0.8,4,NaN,5,6,5,0,1,0.996979951858521
1,84,,2,,0.5,3,NaN,5,6,2,1.14722204208374,2,0.709182977676392
2,86,84,1,3,0.5,2,NaN,5,6,5,1.06830286979675,2,0.677349090576172
1,102,,4,,0.8,2,NaN,5,6,5,0,2,0.581601858139038
2,86,100,1,3,0.8,1,86,2,6,2,1.48814702033997,2,1.04567813873291
1,6,,4,,0.5,3,NaN,5,6,5,0,2,0.602066040039062
1,346,,2,,0.8,2,346,1,6,4,1.11623692512512,3,0.694395065307617
1,78,,2,,0.8,2,78,2,6,2,0.796148061752319,3,0.630046844482422
1,6,,2,,0.8,2,6,4,6,1,0.732444047927856,3,0.502321004867554
2,10,350,2,4,0.8,3,NaN,5,6,4,1.2126898765564,2,0.742668151855469
2,354,98,3,4,0.5,2,NaN,5,6,4,0.924503087997437,3,0.614681005477905
2,346,102,1,2,0.5,1,346,1,6,NaN,0,1,1.12667798995972
1,10,,4,,0.5,1,NaN,5,6,4,0.764965057373047,3,0.539300918579102
1,76,,2,,0.8,2,76,2,6,2,0.797011852264404,3,0.663130044937134
2,104,104,1,3,0.8,2,NaN,5,6,5,1.02141308784485,3,0.555463075637817
2,84,86,3,4,0.8,2,NaN,5,6,5,0,2,0.683398008346558
1,98,,3,,0.5,4,NaN,5,6,4,0.845841884613037,2,0.535310029983521
2,356,12,1,4,0.8,1,356,1,6,4,1.32545113563538,1,1.22346091270447
1,80,,1,,0.8,2,NaN,5,6,4,0.829540014266968,2,0.636155843734741
2,12,12,3,4,0.5,4,12,4,6,1,0.800942897796631,2,0.861150979995728
1,346,,3,,0.5,3,346,1,6,4,0.986869096755981,3,0.56482195854187
1,96,,2,,0.5,2,96,3,6,3,0.647021055221558,3,0.517119884490967
2,8,12,1,3,0.8,4,NaN,5,6,4,1.17518496513367,2,0.677488088607788
2,102,94,1,3,0.8,2,NaN,5,6,4,1.01531505584717,3,0.597388029098511
1,14,,4,,0.8,3,NaN,5,6,5,0,3,0.469552993774414
2,10,102,2,4,0.5,1,NaN,5,6,5,1.09537982940674,2,0.645973920822144
2,102,102,3,4,0.8,2,NaN,5,6,5,0.983521938323975,2,0.54987096786499
1,4,,3,,0.8,3,4,4,6,1,1.14375686645508,3,0.533846855163574
2,10,78,1,3,0.5,1,10,4,6,4,1.46393013000488,2,1.31795191764832
1,78,,3,,0.5,4,NaN,5,6,4,1.11189293861389,2,0.95012092590332
1,96,,2,,0.5,1,NaN,5,6,5,0,3,0.55025577545166
2,346,6,1,4,0.5,3,NaN,5,6,5,1.00838303565979,3,0.550610780715942
2,354,78,1,2,0.8,2,78,2,6,2,1.22736692428589,3,0.614942073822021
2,84,84,1,4,0.5,3,NaN,5,6,4,0.904505968093872,3,0.586929082870483
1,100,,1,,0.8,3,NaN,5,6,4,0.776845932006836,3,0.534880876541138
2,6,78,2,3,0.8,2,6,4,6,1,1.30495190620422,2,1.19131898880005
1,104,,4,,0.8,4,104,3,6,3,0.665313005447388,3,0.471603870391846
2,78,98,2,3,0.5,4,NaN,5,6,5,0,2,0.839473962783813
2,14,104,2,3,0.5,4,NaN,5,6,5,1.14549684524536,2,0.823638916015625
2,96,8,1,3,0.8,3,8,4,6,1,1.30567812919617,3,1.15961813926697
2,100,356,2,4,0.8,1,NaN,5,6,5,1.0177628993988,2,0.536217212677002
2,6,100,1,2,0.8,3,NaN,5,6,5,0,2,0.632110118865967
2,82,14,2,4,0.8,2,82,2,6,3,1.27388691902161,2,1.30427598953247
1,82,,1,,0.8,1,82,2,6,3,1.1781759262085,3,0.840214014053345
2,94,8,3,4,0.8,1,NaN,5,6,5,0,1,0.968651056289673
1,76,,1,,0.5,1,76,2,6,3,1.1624608039856,1,1.41645908355713
1,100,,3,,0.5,3,100,3,6,3,0.910937070846558,3,0.808829069137573
1,104,,3,,0.5,3,104,3,6,3,0.942916870117188,2,0.65005087852478
2,10,352,2,3,0.5,4,NaN,5,6,5,0,3,0.569147109985352
2,12,104,1,4,0.8,4,104,3,6,2,0.802992105484009,1,0.9545738697052
1,346,,1,,0.5,2,NaN,5,6,5,0,2,0.738152027130127
1,6,,2,,0.8,2,6,4,6,1,1.04416513442993,3,0.610351085662842
2,100,82,1,4,0.5,1,100,3,6,2,1.14035511016846,1,0.934576988220215
1,100,,4,,0.5,1,NaN,5,6,5,0.932476043701172,2,0.547012805938721
2,104,348,2,4,0.8,3,NaN,5,6,5,0,2,0.550997018814087
2,96,8,1,2,0.5,3,NaN,5,6,2,0.932683944702148,2,0.596606016159058
1,4,,3,,0.8,3,4,4,6,1,0.948999166488647,3,0.546952962875366
1,356,,1,,0.5,3,NaN,5,6,5,1.04516887664795,2,0.611223936080933
1,6,,4,,0.8,4,6,4,6,1,0.74127197265625,3,0.563515901565552
2,102,12,1,4,0.5,2,NaN,5,6,4,1.07750391960144,2,0.531438827514648
2,10,350,2,4,0.5,4,350,1,6,4,1.34945583343506,3,0.728016138076782
2,84,76,2,4,0.8,1,NaN,5,6,5,1.06171989440918,2,0.643916845321655
1,80,,4,,0.8,1,NaN,5,6,5,0,1,1.15617609024048
1,6,,2,,0.5,1,NaN,5,6,5,1.09417200088501,2,0.628329038619995
2,14,104,3,4,0.5,1,NaN,5,6,4,0.758130788803101,2,0.532372951507568
1,98,,1,,0.5,3,NaN,5,6,5,0,2,0.804452896118164
1,346,,1,,0.5,1,346,1,6,4,0.678547143936157,3,0.516870021820068
1,84,,3,,0.5,3,84,2,6,5,0,2,1.33268809318542
1,8,,4,,0.5,4,8,4,6,1,1.27067899703979,3,0.708974123001099
2,14,352,2,4,0.8,1,NaN,5,6,5,1.06310892105103,2,1.48959493637085
1,86,,4,,0.5,4,86,2,6,2,1.19104695320129,3,1.17325401306152
2,10,6,2,4,0.8,1,NaN,5,6,5,0,2,0.581495046615601
2,82,104,1,2,0.8,2,104,3,6,3,0.983325958251953,3,0.805593013763428
2,352,356,1,3,0.5,4,NaN,5,6,5,1.15954208374023,2,0.389586210250854
1,86,,2,,0.8,2,86,2,6,2,1.07977700233459,2,0.949737071990967
2,100,82,3,4,0.5,4,82,2,6,2,1.38368201255798,2,1.12583994865417
2,78,96,1,2,0.8,3,NaN,5,6,5,0.983780860900879,2,0.565900087356567
2,346,348,1,3,0.8,3,348,1,6,1,1.4962420463562,2,1.094153881073
2,94,82,1,4,0.8,3,NaN,5,6,2,0.904006004333496,2,0.534080028533936
1,354,,4,,0.8,2,NaN,5,6,2,0.145833969116211,2,0.966423988342285
2,86,354,2,3,0.8,3,354,1,6,NaN,0,2,0.953917026519775
1,98,,1,,0.8,2,NaN,5,6,2,0.896390914916992,1,1.03420996665955
1,98,,4,,0.5,3,NaN,5,6,2,0.992208957672119,2,0.682326078414917
2,354,350,1,4,0.8,4,350,1,6,4,1.47239089012146,1,1.45046401023865
1,86,,4,,0.5,4,86,2,6,2,0.800573825836182,3,0.906651973724365
2,4,14,3,4,0.8,1,NaN,5,6,4,1.44081592559814,2,1.14690494537354
1,356,,4,,0.8,4,356,1,6,4,1.16877794265747,3,0.891033887863159
2,348,350,2,3,0.5,3,350,1,6,4,1.45707201957703,3,0.891203880310059
1,86,,4,,0.5,3,NaN,5,6,2,1.26540303230286,2,0.683151960372925
2,12,86,3,4,0.8,4,86,2,6,2,1.42520999908447,2,1.08767485618591
2,4,104,1,2,0.8,2,104,3,6,NaN,0,1,1.24367713928223
1,354,,3,,0.5,2,NaN,5,6,2,0.945902109146118,3,0.975647926330566
2,78,356,1,3,0.8,4,NaN,5,6,4,1.18569684028625,2,0.672088146209717
1,100,,1,,0.5,4,NaN,5,6,5,0,2,0.832257986068726
1,12,,1,,0.5,1,12,4,6,1,0.67424201965332,2,0.944359064102173
1,78,,4,,0.8,4,78,2,6,2,1.09029102325439,2,1.08844399452209
1,4,,4,,0.8,4,4,4,6,1,0.866424798965454,3,0.560549020767212
1,352,,1,,0.5,4,NaN,5,6,2,0.898465156555176,3,0.528769969940186
2,354,86,2,3,0.5,2,354,1,6,1,1.37862801551819,1,1.26895189285278
2,354,350,1,3,0.5,2,NaN,5,6,5,0,2,0.497031927108765
1,8,,3,,0.8,2,NaN,5,6,4,0.855233907699585,2,0.52911114692688
1,98,,3,,0.5,3,98,3,6,3,1.34735512733459,3,0.993213891983032
2,356,102,2,3,0.8,3,102,3,6,3,1.17126202583313,3,0.769257068634033
2,96,10,3,4,0.8,3,96,3,6,3,1.05966281890869,3,0.689817905426025
1,350,,1,,0.8,3,NaN,5,6,5,0,3,0.897609949111938
1,98,,2,,0.8,3,NaN,5,6,2,1.15563583374023,2,0.897767782211304
1,10,,3,,0.5,3,10,4,6,4,1.28358292579651,1,1.21795916557312
2,94,76,2,4,0.5,4,76,2,6,2,1.331787109375,2,1.26604294776917
1,346,,4,,0.5,4,346,1,6,4,0.948034048080444,3,0.578090906143188
2,14,346,2,4,0.5,4,346,1,6,2,0.679245948791504,1,1.14367318153381
1,354,,2,,0.8,2,354,1,6,4,0.705506801605225,3,0.559278964996338
2,84,78,1,2,0.8,1,84,2,6,2,0.881367921829224,3,0.751527070999146
1,96,,2,,0.8,2,96,3,6,3,1.21749997138977,3,0.687707185745239
1,80,,3,,0.8,4,NaN,5,6,4,1.23391699790955,2,0.735832929611206
2,100,356,1,4,0.8,2,NaN,5,6,5,1.12180399894714,1,0.815878868103027
2,84,84,3,4,0.5,1,NaN,5,6,5,0,2,0.83202600479126
1,84,,2,,0.8,2,84,2,6,2,1.25001621246338,2,0.976306200027466
2,348,96,1,4,0.8,4,96,3,6,2,1.49263000488281,1,0.944370985031128
2,84,6,2,3,0.8,3,6,4,6,1,1.47433304786682,3,0.912465810775757
2,356,102,3,4,0.8,4,102,3,6,3,1.49294900894165,2,1.37684893608093
2,82,10,1,2,0.5,1,82,2,6,2,1.49316811561584,1,1.32893395423889
1,94,,3,,0.8,1,NaN,5,6,5,0.994818210601807,3,0.593245029449463
2,348,14,1,2,0.8,3,NaN,5,6,5,0,2,0.641187191009521
2,82,346,2,3,0.8,1,NaN,5,6,5,0,2,0.465353012084961
1,8,,3,,0.8,1,NaN,5,6,5,0,2,0.657639026641846
2,76,100,3,4,0.5,4,100,3,6,3,1.44335103034973,3,0.961729049682617
2,76,80,1,2,0.5,3,NaN,5,6,5,0,2,0.610096216201782
1,4,,2,,0.8,4,NaN,5,6,5,1.14003491401672,2,0.497903108596802
2,86,86,2,3,0.8,1,NaN,5,6,4,1.2678210735321,3,0.546289205551147
2,86,356,1,2,0.5,3,NaN,5,6,5,1.04429006576538,2,0.530349969863892
1,82,,4,,0.5,3,NaN,5,6,5,0.96429705619812,2,0.48262882232666
2,78,104,1,2,0.8,3,NaN,5,6,4,0.9482581615448,2,0.498746156692505
2,84,346,2,3,0.8,1,NaN,5,6,4,1.20457291603088,2,0.866666078567505
1,98,,3,,0.5,3,98,3,6,3,0.692578077316284,3,0.515026092529297
1,8,,1,,0.5,1,8,4,6,1,1.49500179290771,3,1.04307579994202
1,354,,4,,0.5,1,NaN,5,6,5,1.02886986732483,2,1.05917000770569
2,12,102,1,2,0.5,3,NaN,5,6,5,1.09312796592712,1,0.579164028167725
1,104,,3,,0.8,3,104,3,6,3,0.613115072250366,3,0.467512845993042
1,96,,1,,0.8,1,96,3,6,3,0.741381883621216,2,0.435559988021851
1,346,,3,,0.8,1,NaN,5,7,5,0.337936878204346,NaN,0
1,12,,1,,0.5,1,12,4,7,NaN,0,3,1.9893651008606
2,86,350,1,2,0.5,2,350,1,7,5,0.703552961349487,3,0.439653158187866
1,12,,4,,0.8,4,12,4,7,5,0.479763031005859,3,0.583778858184814
1,354,,2,,0.5,2,354,1,7,2,0.576045036315918,3,0.796171903610229
2,346,348,3,4,0.8,3,346,1,7,NaN,0,NaN,0
1,352,,4,,0.5,2,NaN,5,7,5,0,2,0.48859691619873
1,6,,2,,0.5,3,NaN,5,7,5,0,3,0.360438108444214
2,6,6,3,4,0.5,2,NaN,5,7,5,0.944637060165405,3,0.200731992721558
1,86,,3,,0.5,4,NaN,5,7,5,2.00104808807373,3,0.520987987518311
2,6,84,1,2,0.5,4,NaN,5,7,3,2.92922186851501,2,0.664919137954712
1,6,,2,,0.5,2,6,4,7,2,2.99120187759399,1,1.62594795227051
2,86,80,2,4,0.8,3,NaN,5,7,1,1.04122400283813,3,0.748944044113159
2,348,8,1,4,0.5,2,NaN,5,7,1,1.95371413230896,2,1.16154193878174
1,4,,2,,0.8,3,NaN,5,7,1,1.18574595451355,2,1.22585606575012
2,76,78,1,2,0.8,1,76,2,7,1,2.27377390861511,3,0.665908098220825
2,82,346,1,4,0.8,4,346,1,7,3,1.570063829422,2,0.906184911727905
1,8,,1,,0.5,2,NaN,5,7,NaN,0,2,1.14645004272461
1,14,,3,,0.5,2,NaN,5,7,3,0.738402843475342,3,0.41033411026001
1,352,,4,,0.8,4,352,1,7,3,1.77856993675232,3,0.394720077514648
1,96,,2,,0.8,4,NaN,5,7,2,1.02653193473816,3,1.56269216537476
2,80,96,2,4,0.8,3,NaN,5,7,NaN,0,1,1.35486197471619
1,4,,2,,0.8,4,NaN,5,7,5,1.2512378692627,1,0.427418947219849
1,10,,4,,0.5,4,10,4,7,3,1.76321601867676,3,0.523422002792358
2,78,96,3,4,0.5,2,NaN,5,7,5,0.594053983688354,3,1.82992005348206
2,356,86,1,3,0.8,3,86,2,7,5,0,1,0.429708003997803
1,96,,3,,0.5,4,NaN,5,7,5,1.02988505363464,2,0.398013114929199
1,12,,1,,0.5,1,12,4,7,4,2.19793701171875,3,0.494428873062134
2,356,98,2,3,0.8,4,NaN,5,7,3,2.13418292999268,3,0.46224308013916
1,10,,3,,0.5,3,10,4,7,2,2.00652503967285,3,1.13437604904175
1,10,,3,,0.5,3,10,4,7,2,1.43037295341492,3,1.10273003578186
1,80,,2,,0.5,1,NaN,5,7,5,1.54261302947998,3,1.26279783248901
2,4,350,1,3,0.5,1,4,4,7,3,1.03082799911499,1,1.48698496818542
1,100,,4,,0.8,1,NaN,5,7,4,1.55916309356689,2,1.02291393280029
2,346,100,1,3,0.8,1,346,1,7,4,1.22340989112854,3,0.415405988693237
2,354,84,2,3,0.5,3,84,2,7,2,0.951285123825073,2,0.479811906814575
2,10,86,3,4,0.5,4,86,2,7,3,1.3194317817688,2,1.67953395843506
2,82,104,1,4,0.8,3,NaN,5,7,5,0,2,0.495911121368408
1,354,,4,,0.5,4,354,1,7,3,1.76786303520203,3,0.720172882080078
1,352,,4,,0.5,4,352,1,7,3,1.03211688995361,2,1.61602902412415
2,14,350,1,3,0.8,2,NaN,5,7,2,1.91221284866333,1,1.66444110870361
1,96,,3,,0.5,3,96,3,7,2,1.80043292045593,3,1.92044997215271
2,98,350,2,3,0.5,1,NaN,5,7,5,1.48045897483826,3,1.28507304191589
2,78,346,2,4,0.5,1,NaN,5,7,3,0.936739206314087,2,1.57282996177673
2,96,84,2,3,0.5,2,96,3,7,1,2.20076203346252,3,1.0130889415741
2,98,94,1,2,0.8,4,NaN,5,7,NaN,0,NaN,0
2,86,354,2,4,0.8,2,86,2,7,1,1.48111581802368,3,0.565708875656128
2,356,352,2,4,0.8,2,356,1,7,1,1.35340690612793,3,0.517683029174805
2,348,84,2,4,0.5,3,NaN,5,7,5,0,3,1.40558099746704
1,102,,1,,0.8,1,102,3,7,4,1.41699886322021,3,0.341161012649536
2,12,76,3,4,0.5,4,76,2,7,5,1.86530900001526,2,1.26962995529175
1,4,,1,,0.5,1,4,4,7,5,2.13727784156799,NaN,0
1,94,,1,,0.8,2,NaN,5,7,2,2.93741321563721,1,1.95783400535583
1,84,,1,,0.8,3,NaN,5,7,NaN,0,3,1.94196200370789
2,346,14,1,4,0.5,4,14,4,7,3,1.89801597595215,3,0.358134031295776
1,8,,3,,0.8,4,NaN,5,7,3,2.58584785461426,1,1.15830087661743
1,346,,1,,0.8,1,346,1,7,4,1.94661688804626,3,0.486325979232788
2,356,350,2,4,0.5,2,356,1,7,4,1.99429488182068,NaN,0
2,104,86,1,4,0.5,3,NaN,5,7,5,2.01066517829895,1,0.470822811126709
2,8,104,1,2,0.8,3,NaN,5,7,5,1.33866405487061,NaN,0
1,14,,2,,0.5,2,14,4,7,3,0.831063985824585,1,1.41501498222351
1,12,,1,,0.5,3,NaN,5,7,5,0,3,1.19128012657166
1,6,,2,,0.8,2,6,4,7,5,0,2,0.583507061004639
1,354,,3,,0.8,2,NaN,5,7,5,0,3,0.583460807800293
2,8,82,2,3,0.8,2,8,4,7,5,0,3,1.68774008750916
1,98,,1,,0.5,4,NaN,5,7,5,1.21611404418945,NaN,0
1,98,,4,,0.8,2,NaN,5,7,5,0,3,0.504394054412842
2,8,6,2,3,0.5,4,NaN,5,7,NaN,0,3,0.61624813079834
1,102,,3,,0.8,3,102,3,7,2,0.624364852905273,3,0.42470908164978
2,80,100,3,4,0.5,3,80,2,7,2,1.1365909576416,3,0.520899057388306
1,12,,1,,0.8,2,NaN,5,7,2,1.93686699867249,3,1.59280586242676
1,12,,2,,0.5,2,12,4,7,2,2.5452401638031,2,1.03303217887878
1,6,,3,,0.8,3,6,4,7,2,1.07359194755554,3,0.436913967132568
1,104,,1,,0.8,3,NaN,5,7,5,1.76427388191223,3,0.54072093963623
1,94,,4,,0.8,2,NaN,5,7,3,1.14066791534424,3,0.668508052825928
1,80,,2,,0.8,3,NaN,5,7,5,1.01279497146606,3,0.636631965637207
2,348,352,3,4,0.8,2,NaN,5,7,5,1.78073215484619,3,0.976493120193481
2,96,82,2,3,0.8,2,96,3,7,1,2.0050220489502,3,0.492967844009399
2,100,4,1,2,0.5,1,100,3,7,3,2.99201393127441,1,1.0850830078125
2,6,8,1,2,0.8,3,NaN,5,7,2,1.55727601051331,NaN,0
1,86,,4,,0.8,3,NaN,5,7,2,1.65349078178406,2,1.30952715873718
2,76,96,2,4,0.8,4,96,3,7,3,1.92557096481323,NaN,0
1,80,,1,,0.8,1,80,2,7,4,2.05377697944641,3,0.3978111743927
1,102,,3,,0.5,4,NaN,5,7,5,0.854235887527466,NaN,0
1,98,,3,,0.8,3,98,3,7,2,1.3180558681488,1,0.398190975189209
1,86,,4,,0.8,1,NaN,5,7,3,2.37435913085938,1,0.718273878097534
1,352,,4,,0.8,2,NaN,5,7,5,0,3,1.18278503417969
2,78,102,1,3,0.5,4,NaN,5,7,5,0.822662115097046,2,0.335004091262817
2,82,354,3,4,0.5,2,NaN,5,7,2,1.51112008094788,1,0.846877098083496
1,14,,2,,0.5,2,14,4,7,1,0.567110061645508,3,0.527057886123657
2,4,86,2,4,0.5,2,4,4,7,1,1.52711701393127,3,0.303184986114502
2,80,98,1,4,0.8,3,NaN,5,7,3,2.07139205932617,3,0.399432897567749
1,78,,4,,0.5,2,NaN,5,7,1,2.05569410324097,2,0.895562887191772
2,352,94,1,2,0.8,2,94,3,7,1,0.839689970016479,3,0.463677883148193
1,354,,2,,0.8,3,NaN,5,7,5,0.95187783241272,3,0.239928007125854
